instituicao_id;st_funcionamento_gn;instituicao_name;cnpj_mantenedora;razao_social
803;10034;FACULDADE INTERAÇÃO AMERICANA;53709440000189;IBREPE - INSTITUTO BRASILEIRO DE ESTUDOS E PESQUISAS EDUCACIONAIS
4043;10034;FACULDADE TECNOLOGIA EDUVALE - AVARÉ;02330820000177;ASSOCIACAO EDUCACIONAL DO VALE DA JURUMIRIM
21926;10035;FACULDADE METROPOLITANA DE JOINVILLE;03819722000160;SOCIEDADE EDUCACIONAL DO VALE DO ITAPOCU S/S LTDA.
1805;10035;CENTRO UNIVERSITÁRIO DOS GUARARAPES;41229501000121;SOCEC- SOCIEDADE CAPIBARIBE DE EDUCACAO E CULTURA LTDA
2494;10035;Centro Universitário FUNVIC;07761666000101;FUNDACAO UNIVERSITARIA VIDA CRISTA
3757;10035;FACULDADE SERRA DA MESA;05995086000153;CENTRO DE EDUCACAO SERRA DA MESA LTDA - CESEM - EPP
1977;10035;CENTRO DE ESTUDOS SUPERIORES APRENDIZ;03517381000179;CENTRO EDUCACIONAL APRENDIZ LTDA
126;10035;INSTITUTO NACIONAL DE TELECOMUNICAÇÕES;24492886000104;FUNDACAO INSTITUTO NACIONAL DE TELECOMUNICACOES
21978;10035;Faculdade Edufor de Salvador;24091863000180;CONSULTORIA EDUFOR LTDA - ME
2568;10035;FACULDADE ZACARIAS DE GÓES;04032307000125;SOCIEDADE EDUCACIONAL ZACARIAS DE GOES VASCONCELOS LTDA.
24025;10035;Centro de Ensino Superior de Serra Dourada;19498813000181;SOCIEDADE EDUCACIONAL SANTO ANTONIO LTDA
22707;10035;FACULDADE PITÁGORAS UNOPAR DE ITAJUBÁ;03239470000109;PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA
2352;10035;INSTITUTO DE EDUCAÇÃO SUPERIOR PIO XII;39780473000194;ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO
4725;10035;FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA;04626210000140;ESCOLA TECNICA EGIDIO JOSE DA SILVA - EPP
2477;10035;FACULDADE DE ADMINISTRAÇÃO DE MARIANA;04217577000100;FUNDACAO EDUCACIONAL DE MARIANA
24548;10035;ITPAC ITACOATIARA;03219494000198;IPTAN - INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES S.A.
3290;10034;INSTITUTO SUPERIOR DE EDUCAÇÃO DOS INCONFIDENTES;03647480000175;ASSOCIACAO DE ENSINO SUPERIOR DOS INCONFIDENTES - ASESI
2625;10035;FACULDADE APRIMORAR DE SÃO JOSÉ DOS CAMPOS;32288286000149;APRIMORAR EDUCACIONAL LTDA
22684;10035;Faculdade Unicentral;28666032000140;CENTRO DE EDUCACAO E TECNOLOGIA UNICENTRAL LTDA - ME
1016;10034;FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO PIRANGA;25573403000150;FUNDACAO ACACIO MARTINS DA COSTA
1637;10035;FACULDADE DELMIRO GOUVEIA;32774430000157;ADMINISTRACAO ALAGOANA DE CURSO SUPERIOR LTDA
3380;10034;FACULDADE MISSIONEIRA DO PARANÁ;86742335000109;CENTRO INTERDIOCESANO DE TEOLOGIA DE CASCAVEL
4721;10034;ESCOLA DOMINICANA DE TEOLOGIA;07585135000105;INSTITUTO BARTOLOMEU DE LAS CASAS
24922;10035;FACULDADE SÃO VICENTE DE IRATI;10660684000101;SOCIEDADE EDUCACIONAL IRATI LTDA.
16862;10056;FACULDADE DE CIÊNCIAS DA SAÚDE DE ARIQUEMES;04943416000102;SISTEMA ALFA UNIVERSITARIO LTDA - ALFA
23110;10035;Faculdades FAMEP Unidade Teresina - P;29687369000104;SOCIEDADE EDUCACIONAL SANTA TERESA D'AVILA LTDA
508;10035;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM;17860164000191;CENTRO REGIONAL DE CULTURA
1781;10035;FACULDADE INTESP;03370504000191;INSTITUTO TECNOLOGICO DO SUDOESTE PAULISTA SYLVESTRE FERRAZ EGREJA
25222;10035;FACULDADE ATENAS PORTO SEGURO;01428030000166;CENTRO EDUCACIONAL HYARTE-ML LTDA
3692;10035;FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS;67996488000120;INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP
3993;10034;FACULDADE DE TECNOLOGIA CETEP;05209811000110;ASSOCIACAO CETEP DE ENSINO SUPERIOR
3693;10034;FACULDADE DE TECNOLOGIA IPEP DE SÃO PAULO;67996488000120;INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP
2478;10035;FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL;04933902000131;INESCO - INSTITUTO DE ENSINO SUPERIOR DO CONE SUL LTDA - EPP
22178;10035;Faculdade Pitagoras Anhanguera de Três Lagoas;04310392000146;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A
2642;10035;FACULDADE SÃO VICENTE;12514949000199;SOC EDUCACIONAL E ASSISTENCIAL DA PAR DE PAO DE ACUCAR
24208;10035;FACULDADE DOCTUM DE ALMENARA;19322494000159;INSTITUTO ENSINAR BRASIL
668;10035;CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS;04278057000108;SOCIEDADE AMAZONENSE DE EDUCACAO E CULTURA LTDA - SAMEC.
4518;10035;FACULDADE REGIONAL PALMITOS;07488858000196;SOCIEDADE EDUCACIONAL PALMITOS LTDA
2104;10034;FACULDADE DE TEOLOGIA DE HOKEMÃH;03729174000188;IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE COQUE
1546;10035;FACULDADE DE EDUCAÇÃO SÃO FRANCISCO;06043988000152;COLEGIO SAO FRANCISCO
3691;10035;FACULDADE DE TECNOLOGIA TUPY DE SÃO BENTO DO SUL;84684182000157;SOCIEDADE DE EDUCACAO SUPERIOR E CULTURA BRASIL S.A.
25307;10035;FACULDADE ITPAC ABAETETUBA;10261569000164;ITPAC PORTO NACIONAL - INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS  PORTO S.A.
3388;10035;CENTRO UNIVERSITÁRIO PARAÍSO;04242942000137;FIUSA EDUCACIONAL S/SIMPLES LTDA - EPP
4138;10035;FACULDADE ANHANGUERA DE SANTA BÁRBARA;04310392000146;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A
4810;10035;FACULDADE ANTÔNIO MENEGHETTI;04899334000108;FOIL LTDA - EPP
2442;10035;FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO;39780473000194;ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO
4693;10034;FACULDADE DE TECNOLOGIA DE NOVA ANDRADINA;07641881000179;CENTRO DE ENSINO SUPERIOR DE NOVA ANDRADINA
67;10035;ESCOLA DE ENGENHARIA DE PIRACICABA;54393491000107;FUNDACAO MUNICIPAL DE ENSINO DE PIRACICABA
22097;10035;FACULDADE POLITÉCNICA DE CAMPO GRANDE;79265617000199;CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA
3001;10034;FACULDADE CENECISTA DE RONDONÓPOLIS;33621384000119;CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE
661;10035;FACULDADE PIO DÉCIMO;13014758000120;ASSOCIACAO DE ENSINO E CULTURA PIO DECIMO LTDA
2771;10035;CENTRO DE ENSINO SUPERIOR DE ILHÉUS;04245712000121;CESUPI CENTRO DE ENSINO SUPERIOR DE ILHEUS LTDA - ME
192;10035;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES;33775164000140;FUNDACAO TECNICO EDUCACIONAL SOUZA MARQUES
1038;10035;FACULDADES INTEGRADAS DE TRÊS LAGOAS;01923317000162;ASSOCIACAO DE ENSINO E CULTURA DE MATO GROSSO DO SUL
1655;10035;FACULDADE CENECISTA DE SETE LAGOAS;33621384000119;CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE
193;10035;FACULDADE DE ENGENHARIA SOUZA MARQUES;33775164000140;FUNDACAO TECNICO EDUCACIONAL SOUZA MARQUES
415;10035;FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO;62327663000172;FUNDACAO ARNALDO VIEIRA DE CARVALHO
2098;10034;FACULDADE EXCELÊNCIA;12813052000166;INSTITUTO CRISTAO DE DESENVOLVIMENTO HUMANO S/S LTDA
171;10035;FACULDADE DE DIREITO DO SUL DE MINAS;23955214000117;FUNDACAO SUL MINEIRA DE ENSINO
2198;10035;FACULDADE MONTEIRO LOBATO;91344077000134;SOCIEDADE EDUCACIONAL MONTEIRO LOBATO
734;10035;FACULDADES INTEGRADAS MARIA IMACULADA;51913697000122;INSTITUTO MARIA IMACULADA
4005;10034;FACULDADE CENECISTA DE SENHOR DO BONFIM;33621384000119;CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE
3375;10035;INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO;05379062000170;CENTRO DE ENSINO SUPERIOR MARIA DA CONCEICAO GASPAR LTDA
1903;10035;FACULDADE CRISTO REI;30114776000101;SOCIEDADE DE EDUCACAO S/S LTDA
3306;10035;FACULDADE DE TECNOLOGIA IPUC;90093436000165;ASSOCIACAO PRO-UNIVERSIDADE CANOENSE - APUC
828;10035;FACULDADE DE SÃO LOURENÇO;67172676000133;UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA
4021;10035;FACULDADE DE TECNOLOGIA DE GARÇA;62823257000109;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA
2072;10035;FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL;04137969000160;INSTITUTO DE EDUCACAO, CIENCIAS E TECNOLOGIA DO VALE DO JURUA
1907;10035;FACULDADE EDUCACIONAL DE COLOMBO;04002246000153;INESUL INSTITUTO DE ENSINO SUPERIOR DE LONDRINA S/S LTDA
1825;10034;FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS;21562368000113;ASSOCIACAO PROPAGADORA ESDEVA
1192;10035;FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO;66669342000107;CENTRO DE ENSINO SUPERIOR DE HOMEOPATIA IBEHE EIRELI
2772;10034;INSTITUTO SUPERIOR DE EDUCAÇÃO MANHUMIRIM;03470966000180;INSTITUTO DOCTUM DE EDUCACAO E TECNOLOGIA LTDA
3188;10035;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS;10727655000110;INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS
24527;10035;FACULDADE DE ENSINO SUPERIOR REFFERENCIAL;12868183000140;REFERENCIAL VESTIBULARES LTDA
22759;10035;Instituto Una de Itabira;03099921000141;FACEB EDUCACAO LTDA
18880;10035;Sistema Educacional Corporativo da Petrobras;33000167000101;PETROLEO BRASILEIRO S A PETROBRAS
1786;10035;INSTITUTO MACHADENSE DE ENSINO SUPERIOR;02467871000145;FUNDACAO MACHADENSE DE COMUNICACAO
23090;10035;INSTITUTO DE ENSINO SUPERIOR CAPIXABA;29119431000153;INSTITUTO DE ENSINO SUPERIOR CAPIXABA  IESCAPI
22811;10035;Complexo de Ensino Superior de Palmas;28721417000162;CESUP COMPLEXO DE ENSINO SUPERIOR DE PALMAS LTDA - EPP
4454;10034;FACULDADE PITÁGORAS DE NOVA LIMA;03239470000109;PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA
1067;10035;FACULDADE DE JUSSARA;37622370000170;CENTRO DE CIENCIAS DE JUSSARA LTDA - EPP
21416;10035;Centro de Instrução de Aviação do Exército;00394452000103;COMANDO DO EXERCITO
1753;10035;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA;02949141000180;ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA
22643;10035;Faculdade Metropolitana de Tefé;03817341000142;IME INSTITUTO METROPOLITANO DE ENSINO LTDA
3392;10034;FACULDADE DA ACADEMIA BRASILEIRA DE EDUCAÇÃO E CULTURA;34075739000184;SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA
3394;10034;FACULDADE VALE DO IPIRANGA;05150659000148;INSTITUTO DE EDUCACAO SUPERIOR VALE DO PIRANGA LTDA - EPP
3226;10035;FACULDADE DE MEDICINA;02941990000198;ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A
3225;10034;FACULDADE DE ENFERMAGEM;02941990000198;ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A
4590;10034;FACULDADE DE TECNOLOGIA FATEP;07366600000117;INSTITUTO SUPERIOR DE ENSINO TECNOLOGICO PAULISTA LTDA. - ME
2529;10034;INSTITUTO SUPERIOR DE EDUCAÇÃO DE IGUAPE;04383958000160;FISA-FACULDADE IGUAPENSE SANTO AUGUSTO LTDA - EPP
2726;10035;FACULDADE BILAC DE SÃO JOSÉ DOS CAMPOS ;07761676000147;CETEC EDUCACIONAL S.A.
16914;10035;Faculdade Leonardo da Vinci - Santa Catarina;03819722000160;SOCIEDADE EDUCACIONAL DO VALE DO ITAPOCU S/S LTDA.
23358;10035;Centro de Ensino Superior SOCIESC de Jaraguá do Sul;05648257000178;BRASIL EDUCACAO S/A
3228;10034;FACULDADE DE ADMINISTRAÇÃO;02941990000198;ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A
3224;10034;FACULDADE DE FARMÁCIA E BIOQUÍMICA;02941990000198;ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A
1564;10035;FACULDADE SUL FLUMINENSE;29065018000153;INSTITUTO DE CULTURA TECNICA SOCIEDADE CIVIL LTDA
24400;10035;FACULDADE DOCTUM DE SETE LAGOAS;19322494000159;INSTITUTO ENSINAR BRASIL
1335;10034;INSTITUTO DE ENSINO SUPERIOR THATHI;56012628001800;SEB SISTEMA EDUCACIONAL BRASILEIRO LTDA
3611;10034;FACULDADES INTEGRADAS DA UNIÃO DE ENSINO SUPERIOR CERTO;03464958000121;UNICERTO - UNIAO EDUCACIONAL CERTO - ME
2521;10035;INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ;04950393000155;GEBASPI - GRUPO DE EDUCACAO BASICA E SUPERIOR DO SUL DO PIAUI S/C LTDA - ME
2034;10034;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ARAGUAÍNA;02941990000198;ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A
1677;10035;FACULDADE DE ENSINO SUPERIOR DO PIAUÍ;11616778000146;C VIEIRA SERVICOS - EPP
18039;10035;Faculdade Capacitar;07067196000180;CAPACITAR EDUCACIONAL LTDA - ME
1670;10035;FACULDADE ASA DE BRUMADINHO;03522326000177;INSTITUICAO EDUCACIONAL CECILIA MARIA DE MELO BARCELOS LTDA
1337;10035;CENTRO UNIVERSITÁRIO MATER DEI;78243599000181;COLEGIO MATER DEI LTDA
1395;10035;FACULDADE DE CALDAS NOVAS;03494082000166;SOCIEDADE DE ENSINO DE CALDAS NOVAS LTDA - ME
1617;10034;FACULDADE DE CIÊNCIAS ECONÔMICAS DA REGIÃO CARBONÍFERA;03406681000180;FASC - FACULDADES ASSOCIADAS DE SANTA CATARINA LTDA - EPP
2032;10034;FACULDADE DE PEDAGOGIA E FORMAÇÃO DE NORMALISTAS DE ARAGUAÍNA;02941990000198;ITPAC INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS S.A
1256;10035;FACULDADE DOM BOSCO;02096765000100;CENTRO DE ENSINO SUPERIOR DE CASCAVEL LTDA
1852;10035;FACULDADE SABERES;02536979000142;SABERES INSTITUTO DE ENSINO LTDA - EPP
1974;10035;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAXIAS;03963172000159;SOCIEDADE EDUCACIONAL CAXIENSE S/C LTDA.
1989;10034;INSTITUTO SUPERIOR DE EDUCAÇÃO AVANTIS;04204407000191;SOCIEDADE AVANTIS DE ENSINO E ESCOLA DE AVIACAO CIVIL S.A.
2468;10035;INSTITUTO TEOLÓGICO FRANCISCANO;33495870000138;CASA DE NOSSA SENHORA DA PAZ ACAO SOCIAL FRANCISCANA
2045;10035;FACULDADE AMADEUS;04287594000114;SESA - SOCIEDADE DE ENSINO SUPERIOR AMADEUS LTDA
2137;10035;FACULDADE SÃO MARCOS;34776291000126;M A TELES SANTOS LTDA
20328;10035;FACULDADE DE ODONTOLOGIA DA APCD;21052987000168;APCD - INSTITUICAO DE ENSINO SUPERIOR E PESQUISA LTDA
1139;10034;FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG;21562368000113;ASSOCIACAO PROPAGADORA ESDEVA
24679;10035;FACULDADE HOLÍSTICA;32691569000137;INSTITUTO HOLOS DE EDUCACAO S/S LTDA
4431;10035;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN;02949141000180;ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA
2688;10035;FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA;10683786000142;IADEB-MODULO DE EDUCACAO AVANCADA LTDA
2040;10035;FACULDADE DO FUTURO;04808030000180;SOCIEDADE DE ENSINO SUPERIOR DE MANHUACU LTDA
2854;10034;FACULDADE CONHECER;27381987000198;CENTRO EDUCACIONAL SAO GOTARDO LTDA - EPP
4398;10035;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GOIANA;11408812000197;AUTARQUIA MUNICIPAL DO ENSINO SUPERIOR DE GOIANA
1638;10035;FACULDADE DO AMAZONAS;06043492000189;INSTITUTO AMAZONIA DE ENSINO SUPERIOR LTDA - EPP
3193;10035;FACULDADES INTEGRADAS DOS CAMPOS GERAIS;03014204000170;CESCAGE CENTRO DE ENSINO SUPERIOR DOS CAMPOS GERAIS LTDA
1769;10034;FACULDADE DE TURISMO DE CARATINGA;03470966000180;INSTITUTO DOCTUM DE EDUCACAO E TECNOLOGIA LTDA
4136;10034;FACULDADE CÂNDIDO RONDON DE RONDONÓPOLIS;04727063000103;UNIAO EDUCACIONAL DO PANTANAL MATO-GROSSENSE S/C LTDA - EPP
959;10035;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS;06056001000134;IESPA - INSTITUTO DE ENSINO SUPERIOR DA PARAIBA LTDA - ME
1966;10035;FACULDADE ALBERT EINSTEIN;04260186000179;UNIAO BRASILIENSE DE ENSINO SUPERIOR E PESQUISA EIRELI - EPP
25613;10035;ACADEMIA DE POLÍCIA MILITAR DE MINAS GERAIS;16695025000197;POLICIA MILITAR DO ESTADO DE MINAS GERAIS
2366;10034;FACULDADE DE SISTEMAS DE INFORMAÇÃO DE PARAÍSO DO TOCANTINS;04952766000127;UNEST - UNIAO EDUCACIONAL DE ENSINO SUPERIOR DO MEDIO TOCANTINS LTDA - ME
271;10035;UNIVERSIDADE DO OESTE PAULISTA;44860740000173;ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC
3148;10035;FACULDADE ANCHIETA DO RECIFE;02533247000107;ORGANIZACAO DE ENSINO SUPERIOR ANCHIETA - OESA
5099;10035;FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO;62823257000109;CENTRO ESTADUAL DE EDUCACAO TECNOLOGICA PAULA SOUZA
3203;10035;INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN;04260186000179;UNIAO BRASILIENSE DE ENSINO SUPERIOR E PESQUISA EIRELI - EPP
3495;10035;FACULDADE PINHALZINHO;05608297000196;SOCIEDADE EDUCACIONAL PINHALZINHO - ME
3617;10035;FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO;09801291000191;SOCIEDADE AMIGOS DA INSTRUCAO DE JATINA - ME
2389;10035;FACULDADE DE FILOSOFIA E TEOLOGIA PAULO VI;02222512000128;ASSOCIACAO CULTURAL PAULO VI
3584;10035;INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA CRUZ;05744399000139;CESAC CENTRO DE ENSINO SUPERIOR SANTA CRUZ LTDA - EPP
3644;10035;FACULDADE CATÓLICA SANTA TERESINHA;05845288000119;SOCIEDADE DE ENSINO SUPERIOR MADRE FRANCISCA LECHNER - CAICO S/S LIMITADA - EPP
4104;10035;ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG;52167236000110;Etapa Educacional - Eireli
355;10035;UNIVERSIDADE TUIUTI DO PARANÁ;76590249000166;SET SOCIEDADE CIVIL EDUCACIONAL TUIUTI LIMITADA
3585;10035;FACULDADE SANTA CRUZ;05744399000139;CESAC CENTRO DE ENSINO SUPERIOR SANTA CRUZ LTDA - EPP
4126;10035;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E DE TECNOLOGIAS DE AGUA BOA;07138772000133;FACULDADES CATHEDRAL DE ENSINO SUPERIOR DO ARAGUAIA
4007;10035;FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO;06260213000139;DIDACIEBE CENTRO INTEGRADO DE EDUCACAO BRASIL - EUROPA LTDA
24300;10035;Faculdade Unida de São Paulo - EAD;30975428000110;EDUCAWORLD EDUCACIONAL EIRELI
3794;10034;FACULDADE DE TECNOLOGIA DE MINAS GERAIS;03632095000154;SOCIEDADE EDUCACIONAL COURA E VILLELA LTDA - EPP
3989;10034;FACULDADE DE TECNOLOGIA DE JOÃO PESSOA;05314862000102;SOCIEDADE UNIFICADA DE ENSINO SUPERIOR DA PARAIBA LTDA - ME
1225;10035;CENTRO UNIVERSITÁRIO AMPARENSE;67172676000133;UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA
3978;10035;FACULDADE DE TECNOLOGIA PENTÁGONO;05996701000146;INSTITUTO PENTAGONO DE ENSINO SUPERIOR LTDA - EPP
25880;10035;Instituto de Ensino de Segurança do Pará;05054952000101;SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA E DEFESA SOCIAL
23099;10035;Faculdade de Engenharia Unopar de Palmas;03568170000165;UNIAO DE ENSINO UNOPAR LTDA
1441;10035;FACULDADE DE TECNOLOGIA DO PIAUÍ;01993025000104;GRUPO MAGISTER DE ENSINO SUPERIOR LTDA - EPP
4435;10034;FACULDADE SÃO PAULO;19347410000131;UNIESP S.A
2566;10035;INSTITUTO DE ENSINO SUPERIOR DE OLINDA;11870359000136;APESU ENSINO SUPERIOR DE PERNAMBUCO LTDA
23331;10035;ALFA - Faculdade de Teófilo Otoni;05598350000115;INSTITUTO EDUCACIONAL ALFAUNIPAC LTDA
137;10035;CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO;61015087000165;INSTITUTO DAS APOSTOLAS DO SAGRADO CORACAO DE JESUS
2319;10035;ESCOLA SUPERIOR DE EDUCAÇÃO CORPORATIVA;04310392000146;ANHANGUERA EDUCACIONAL PARTICIPACOES S/A
4496;10035;FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ;05440305000138;UNESVI - UNIAO DE ENSINO SUPERIOR DO VALE DO IVAI LTDA
1153;10035;UNIVERSIDADE CÂNDIDO MENDES;33646001000167;ASSOCIACAO SOCIEDADE BRASILEIRA DE INSTRUCAO - EM RECUPERACAO JUDICIAL
4357;10035;FACULDADE QUALITTAS;31861069000133;UNIAO NACIONAL DE EDUCACAO E TECNOLOGIA UNITEC EIRELI
2639;10034;FACULDADE DE TECNOLOGIA SENAI CONCÓRDIA;03774688000155;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL
2619;10034;FACULDADE DE DIREITO DE ITABIRA;02503742000165;CENTRO DE ENSINO SUPERIOR DE ITABIRA LTDA - EPP
4793;10035;Faculdades Integradas Vale do Rio Verde;37168194000149;FACULDADES INTEGRADAS VALE DO RIO VERDE LTDA
3525;10035;FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB;26444828000122;FUNDACAO EVANGELICA DE COMUNICACAO FUNEC
24980;10035;Faculdade de Tecnologia Senac Ponta Grossa;03541088000147;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL
1798;10034;FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO;30114776000101;SOCIEDADE DE EDUCACAO S/S LTDA
3268;10035;FACULDADE MADRE THAIS;05402067000176;SOCIEDADE EDUCACIONAL SUL BAHIANA LTDA - EPP
1815;10035;FACULDADE DO INSTITUTO BRASIL;03512190000114;INSTITUTO BRASIL DE CIENCIA & TECNOLOGIA LTDA
2783;10035;FACULDADE DE TECNOLOGIA DO NORDESTE;33773260000159;SOCIEDADE UNINORDESTE DE EDUCACAO UNIVERSITARIA DE FORTALEZA S/S LTDA
3308;10035;FACULDADE ENGENHEIRO SALVADOR ARENA ;59107300000117;FUNDACAO SALVADOR ARENA
2180;10035;RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA;03529230000130;CENTRO DE ENSINO SUPERIOR RATIO LTDA - EPP
1970;10035;Faculdade Multivix de Cachoeiro;02213188000181;MULTIVIX CACHOEIRO  ENSINO, PESQUISA E EXTENSAO LTDA
2369;10035;INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO;83447276000220;SOCIEDADE EDUCACIONAL SANTO ANTONIO
1894;10035;FACULDADE EUROPÉIA DE TECNOLOGIA E CIÊNCIAS HUMANAS - EUROTECH;03111461000120;ENSIGEST - BRASIL LTDA - EPP
2056;10035;FACULDADE DA ALTA PAULISTA;72557721000108;INSTITUICAO DOM BOSCO DE ENSINO E CULTURA LTDA
2146;10034;FACULDADE DO ACRE;04515940000174;UNIAO EDUCACIONAL DO NORTE LTDA
24709;10035;Instituto Racine de Educação Superior;32101937000140;RACINE EDUCACIONAL EIRELI
4669;10035;FACULDADE DELTA;07653555000181;CENTRO TECNOLOGICO DELTA LTDA - ME
1611;10035;FACULDADES FATIFAJAR - FATIFAJAR ARAPOTI;03414062000138;CENTRO DE ENSINO TECNOLOGICO E SUPERIOR SS LTDA - EPP
593;10035;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;42441758000105;CENTRO FED DE ED TECNOLOGICA CELSO SUCKOW DA FONSECA RJ
1439;10034;FACULDADE DE CIÊNCIAS ECONÔMICAS;03377471000101;PROMOCAO DO ENSINO DE QUALIDADE S/A
4681;10035;FACULDADE CENTRO PAULISTANO;19347410000131;UNIESP S.A
22702;10035;FACULDADE PITÁGORAS UNOPAR DE CHAPECÓ;03239470000109;PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA
1995;10035;FACULDADE DE MEDICINA NOVA ESPERANÇA;02949141000180;ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA
2616;10035;FACULDADE SANTO ANTÔNIO DE PÁDUA;05035176000100;SOCIEDADE EDUCACIONAL DESEMBARGADOR PLINIO PINTO COELHO LTDA
1609;10035;FACULDADE DOS CERRADOS PIAUIENSES;03222611000172;SOCIEDADE DE ENSINO SUPERIOR DO SUL DO PIAUI S/C LTDA - ME
1437;10034;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO;51793826000196;ASSOCIACAO DE ESCOLAS REUNIDAS LTDA.
2202;10035;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA;12464371000103;INSTITUTO CAICARA DE PESQUISA E ENSINO SUPERIOR LTDA.
